Correct !!! 1     th article is classified as Business   ,actually is  Business  
Correct !!! 3866  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3867  th article is classified as Business   ,actually is  Business  
Correct !!! 3868  th article is classified as Business   ,actually is  Business  
Correct !!! 3869  th article is classified as Business   ,actually is  Business  
Correct !!! 3870  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3871  th article is classified as Business   ,actually is  Business  
Correct !!! 3872  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3873  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3874  th article is classified as World      ,actually is  World     
Correct !!! 3875  th article is classified as World      ,actually is  World     
Correct !!! 3876  th article is classified as Business   ,actually is  Business  
Correct !!! 3877  th article is classified as World      ,actually is  World     
Correct !!! 3878  th article is classified as World      ,actually is  World     
Correct !!! 3879  th article is classified as World      ,actually is  World     
Correct !!! 3880  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3881  th article is classified as Business   ,actually is  Business  
Correct !!! 3882  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 3883  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 3884  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3885  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3886  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3887  th article is classified as World      ,actually is  World     
Wrong   !!! 3888  th article is classified as Business   ,actually is  Sci/Tech  
Wrong   !!! 3889  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 3890  th article is classified as Business   ,actually is  Business  
Wrong   !!! 3891  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 3892  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3893  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3894  th article is classified as World      ,actually is  World     
Correct !!! 3895  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3896  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3897  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3898  th article is classified as World      ,actually is  World     
Correct !!! 3899  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 3900  th article is classified as Sports     ,actually is  World     
Wrong   !!! 3901  th article is classified as Sports     ,actually is  World     
Correct !!! 3902  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3903  th article is classified as Business   ,actually is  Business  
Correct !!! 3904  th article is classified as World      ,actually is  World     
Correct !!! 3905  th article is classified as World      ,actually is  World     
Correct !!! 3906  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3907  th article is classified as World      ,actually is  World     
Correct !!! 3908  th article is classified as Business   ,actually is  Business  
Correct !!! 3909  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3910  th article is classified as World      ,actually is  World     
Correct !!! 3911  th article is classified as World      ,actually is  World     
Correct !!! 3912  th article is classified as World      ,actually is  World     
Correct !!! 3913  th article is classified as World      ,actually is  World     
Correct !!! 3914  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3915  th article is classified as World      ,actually is  World     
Correct !!! 3916  th article is classified as World      ,actually is  World     
Correct !!! 3917  th article is classified as World      ,actually is  World     
Correct !!! 3918  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3919  th article is classified as World      ,actually is  World     
Correct !!! 3920  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3921  th article is classified as World      ,actually is  World     
Correct !!! 3922  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3923  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3924  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3925  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3926  th article is classified as World      ,actually is  World     
Correct !!! 3927  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3928  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3929  th article is classified as World      ,actually is  World     
Correct !!! 3930  th article is classified as World      ,actually is  World     
Correct !!! 3931  th article is classified as World      ,actually is  World     
Correct !!! 3932  th article is classified as World      ,actually is  World     
Correct !!! 3933  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3934  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3935  th article is classified as Business   ,actually is  Business  
Correct !!! 3936  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3937  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3938  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3939  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3940  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3941  th article is classified as Business   ,actually is  Business  
Correct !!! 3942  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3943  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3944  th article is classified as World      ,actually is  World     
Correct !!! 3945  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3946  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3947  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3948  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3949  th article is classified as World      ,actually is  World     
Correct !!! 3950  th article is classified as Business   ,actually is  Business  
Correct !!! 3951  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3952  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3953  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 3954  th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 3955  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3956  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3957  th article is classified as World      ,actually is  World     
Correct !!! 3958  th article is classified as World      ,actually is  World     
Correct !!! 3959  th article is classified as World      ,actually is  World     
Correct !!! 3960  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3961  th article is classified as World      ,actually is  World     
Correct !!! 3962  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3963  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3964  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3965  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3966  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3967  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3968  th article is classified as World      ,actually is  World     
Wrong   !!! 3969  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 3970  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 3971  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 3972  th article is classified as World      ,actually is  World     
Correct !!! 3973  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 3974  th article is classified as Sci/Tech   ,actually is  Sports    
Wrong   !!! 3975  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 3976  th article is classified as Business   ,actually is  Business  
Correct !!! 3977  th article is classified as Business   ,actually is  Business  
Correct !!! 3978  th article is classified as Business   ,actually is  Business  
Correct !!! 3979  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3980  th article is classified as World      ,actually is  World     
Correct !!! 3981  th article is classified as World      ,actually is  World     
Wrong   !!! 3982  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 3983  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3984  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3985  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3986  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3987  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3988  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3989  th article is classified as Business   ,actually is  Business  
Correct !!! 3990  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3991  th article is classified as Business   ,actually is  Business  
Correct !!! 3992  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3993  th article is classified as World      ,actually is  World     
Correct !!! 3994  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3995  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 3996  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3997  th article is classified as Sports     ,actually is  Sports    
Correct !!! 3998  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 3999  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 4000  th article is classified as World      ,actually is  World     
Wrong   !!! 4001  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 4002  th article is classified as World      ,actually is  World     
Correct !!! 4003  th article is classified as Business   ,actually is  Business  
Correct !!! 4004  th article is classified as Business   ,actually is  Business  
Correct !!! 4005  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4006  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4007  th article is classified as Business   ,actually is  Business  
Correct !!! 4008  th article is classified as World      ,actually is  World     
Correct !!! 4009  th article is classified as Business   ,actually is  Business  
Correct !!! 4010  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4011  th article is classified as World      ,actually is  World     
Correct !!! 4012  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4013  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 4014  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 4015  th article is classified as Business   ,actually is  Business  
Correct !!! 4016  th article is classified as World      ,actually is  World     
Correct !!! 4017  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4018  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4019  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4020  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4021  th article is classified as Business   ,actually is  Business  
Correct !!! 4022  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4023  th article is classified as Business   ,actually is  Business  
Correct !!! 4024  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4025  th article is classified as Business   ,actually is  Business  
Correct !!! 4026  th article is classified as Business   ,actually is  Business  
Correct !!! 4027  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4028  th article is classified as Sports     ,actually is  World     
Correct !!! 4029  th article is classified as World      ,actually is  World     
Correct !!! 4030  th article is classified as World      ,actually is  World     
Correct !!! 4031  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4032  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4033  th article is classified as World      ,actually is  World     
Correct !!! 4034  th article is classified as Business   ,actually is  Business  
Correct !!! 4035  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4036  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4037  th article is classified as Sports     ,actually is  Business  
Correct !!! 4038  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4039  th article is classified as World      ,actually is  World     
Correct !!! 4040  th article is classified as World      ,actually is  World     
Correct !!! 4041  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4042  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4043  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4044  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4045  th article is classified as World      ,actually is  World     
Wrong   !!! 4046  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 4047  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4048  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4049  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4050  th article is classified as Business   ,actually is  Business  
Correct !!! 4051  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4052  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4053  th article is classified as Business   ,actually is  Business  
Correct !!! 4054  th article is classified as World      ,actually is  World     
Correct !!! 4055  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4056  th article is classified as Business   ,actually is  Business  
Correct !!! 4057  th article is classified as Business   ,actually is  Business  
Correct !!! 4058  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 4059  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 4060  th article is classified as Business   ,actually is  Business  
Correct !!! 4061  th article is classified as Business   ,actually is  Business  
Correct !!! 4062  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4063  th article is classified as World      ,actually is  World     
Correct !!! 4064  th article is classified as Business   ,actually is  Business  
Correct !!! 4065  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 4066  th article is classified as World      ,actually is  Business  
Correct !!! 4067  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4068  th article is classified as World      ,actually is  World     
Correct !!! 4069  th article is classified as World      ,actually is  World     
Correct !!! 4070  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4071  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4072  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4073  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4074  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4075  th article is classified as Business   ,actually is  Business  
Correct !!! 4076  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4077  th article is classified as World      ,actually is  World     
Correct !!! 4078  th article is classified as World      ,actually is  World     
Correct !!! 4079  th article is classified as Business   ,actually is  Business  
Correct !!! 4080  th article is classified as Business   ,actually is  Business  
Correct !!! 4081  th article is classified as World      ,actually is  World     
Correct !!! 4082  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4083  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4084  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4085  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4086  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 4087  th article is classified as Sports     ,actually is  Sci/Tech  
Correct !!! 4088  th article is classified as World      ,actually is  World     
Wrong   !!! 4089  th article is classified as Business   ,actually is  World     
Correct !!! 4090  th article is classified as Business   ,actually is  Business  
Correct !!! 4091  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4092  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4093  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4094  th article is classified as Business   ,actually is  Business  
Correct !!! 4095  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4096  th article is classified as World      ,actually is  World     
Correct !!! 4097  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4098  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 4099  th article is classified as Business   ,actually is  Business  
Correct !!! 4100  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4101  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4102  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4103  th article is classified as Sci/Tech   ,actually is  World     
Correct !!! 4104  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4105  th article is classified as World      ,actually is  World     
Correct !!! 4106  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4107  th article is classified as World      ,actually is  World     
Correct !!! 4108  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4109  th article is classified as World      ,actually is  World     
Correct !!! 4110  th article is classified as Business   ,actually is  Business  
Correct !!! 4111  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4112  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 4113  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 4114  th article is classified as World      ,actually is  Sports    
Correct !!! 4115  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4116  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4117  th article is classified as Business   ,actually is  Business  
Correct !!! 4118  th article is classified as World      ,actually is  World     
Correct !!! 4119  th article is classified as World      ,actually is  World     
Correct !!! 4120  th article is classified as Business   ,actually is  Business  
Correct !!! 4121  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4122  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4123  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4124  th article is classified as Business   ,actually is  Business  
Correct !!! 4125  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4126  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4127  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4128  th article is classified as World      ,actually is  World     
Correct !!! 4129  th article is classified as Business   ,actually is  Business  
Correct !!! 4130  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4131  th article is classified as Business   ,actually is  Business  
Correct !!! 4132  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4133  th article is classified as Business   ,actually is  Business  
Correct !!! 4134  th article is classified as Business   ,actually is  Business  
Correct !!! 4135  th article is classified as World      ,actually is  World     
Correct !!! 4136  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4137  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4138  th article is classified as Sports     ,actually is  World     
Wrong   !!! 4139  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 4140  th article is classified as World      ,actually is  World     
Correct !!! 4141  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4142  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4143  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4144  th article is classified as World      ,actually is  World     
Correct !!! 4145  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4146  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4147  th article is classified as World      ,actually is  World     
Correct !!! 4148  th article is classified as World      ,actually is  World     
Correct !!! 4149  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4150  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4151  th article is classified as World      ,actually is  Sci/Tech  
Correct !!! 4152  th article is classified as Business   ,actually is  Business  
Correct !!! 4153  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4154  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4155  th article is classified as World      ,actually is  World     
Correct !!! 4156  th article is classified as World      ,actually is  World     
Correct !!! 4157  th article is classified as World      ,actually is  World     
Correct !!! 4158  th article is classified as Business   ,actually is  Business  
Correct !!! 4159  th article is classified as Business   ,actually is  Business  
Correct !!! 4160  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4161  th article is classified as Business   ,actually is  Business  
Correct !!! 4162  th article is classified as Business   ,actually is  Business  
Correct !!! 4163  th article is classified as World      ,actually is  World     
Wrong   !!! 4164  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 4165  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4166  th article is classified as World      ,actually is  Business  
Correct !!! 4167  th article is classified as Business   ,actually is  Business  
Correct !!! 4168  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4169  th article is classified as Business   ,actually is  Business  
Correct !!! 4170  th article is classified as World      ,actually is  World     
Correct !!! 4171  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4172  th article is classified as World      ,actually is  World     
Correct !!! 4173  th article is classified as Business   ,actually is  Business  
Correct !!! 4174  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4175  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4176  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4177  th article is classified as World      ,actually is  World     
Correct !!! 4178  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4179  th article is classified as World      ,actually is  World     
Correct !!! 4180  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4181  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4182  th article is classified as Business   ,actually is  Business  
Correct !!! 4183  th article is classified as World      ,actually is  World     
Correct !!! 4184  th article is classified as World      ,actually is  World     
Correct !!! 4185  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4186  th article is classified as Business   ,actually is  Business  
Correct !!! 4187  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4188  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4189  th article is classified as World      ,actually is  World     
Correct !!! 4190  th article is classified as Business   ,actually is  Business  
Correct !!! 4191  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4192  th article is classified as Business   ,actually is  Business  
Correct !!! 4193  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4194  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4195  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4196  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4197  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4198  th article is classified as World      ,actually is  World     
Correct !!! 4199  th article is classified as Business   ,actually is  Business  
Correct !!! 4200  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4201  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4202  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4203  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4204  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4205  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4206  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4207  th article is classified as Sci/Tech   ,actually is  Sports    
Correct !!! 4208  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4209  th article is classified as World      ,actually is  World     
Correct !!! 4210  th article is classified as World      ,actually is  World     
Correct !!! 4211  th article is classified as Business   ,actually is  Business  
Correct !!! 4212  th article is classified as World      ,actually is  World     
Correct !!! 4213  th article is classified as World      ,actually is  World     
Correct !!! 4214  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4215  th article is classified as Business   ,actually is  Business  
Correct !!! 4216  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4217  th article is classified as Business   ,actually is  Business  
Correct !!! 4218  th article is classified as World      ,actually is  World     
Correct !!! 4219  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4220  th article is classified as Business   ,actually is  Business  
Correct !!! 4221  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4222  th article is classified as Business   ,actually is  Business  
Correct !!! 4223  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4224  th article is classified as Business   ,actually is  Business  
Correct !!! 4225  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4226  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4227  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4228  th article is classified as World      ,actually is  World     
Correct !!! 4229  th article is classified as Business   ,actually is  Business  
Correct !!! 4230  th article is classified as World      ,actually is  World     
Correct !!! 4231  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4232  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4233  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4234  th article is classified as Business   ,actually is  Business  
Correct !!! 4235  th article is classified as World      ,actually is  World     
Correct !!! 4236  th article is classified as Business   ,actually is  Business  
Correct !!! 4237  th article is classified as Business   ,actually is  Business  
Correct !!! 4238  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4239  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4240  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4241  th article is classified as Sports     ,actually is  Sports    
Wrong   !!! 4242  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 4243  th article is classified as Business   ,actually is  Business  
Correct !!! 4244  th article is classified as World      ,actually is  World     
Correct !!! 4245  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4246  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4247  th article is classified as World      ,actually is  World     
Correct !!! 4248  th article is classified as World      ,actually is  World     
Correct !!! 4249  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4250  th article is classified as Business   ,actually is  Business  
Correct !!! 4251  th article is classified as World      ,actually is  World     
Correct !!! 4252  th article is classified as World      ,actually is  World     
Correct !!! 4253  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4254  th article is classified as Business   ,actually is  Business  
Correct !!! 4255  th article is classified as Business   ,actually is  Business  
Correct !!! 4256  th article is classified as Business   ,actually is  Business  
Correct !!! 4257  th article is classified as Business   ,actually is  Business  
Correct !!! 4258  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4259  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4260  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4261  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4262  th article is classified as World      ,actually is  World     
Correct !!! 4263  th article is classified as World      ,actually is  World     
Correct !!! 4264  th article is classified as Business   ,actually is  Business  
Correct !!! 4265  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4266  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4267  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4268  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 4269  th article is classified as Business   ,actually is  Sci/Tech  
Correct !!! 4270  th article is classified as Business   ,actually is  Business  
Correct !!! 4271  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4272  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4273  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 4274  th article is classified as Business   ,actually is  Sports    
Correct !!! 4275  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4276  th article is classified as Business   ,actually is  Business  
Correct !!! 4277  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4278  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4279  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4280  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4281  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4282  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4283  th article is classified as World      ,actually is  World     
Correct !!! 4284  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4285  th article is classified as Business   ,actually is  Business  
Correct !!! 4286  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Correct !!! 4287  th article is classified as World      ,actually is  World     
Correct !!! 4288  th article is classified as Business   ,actually is  Business  
Wrong   !!! 4289  th article is classified as Sci/Tech   ,actually is  Business  
Correct !!! 4290  th article is classified as Business   ,actually is  Business  
Correct !!! 4291  th article is classified as World      ,actually is  World     
Correct !!! 4292  th article is classified as World      ,actually is  World     
Correct !!! 4293  th article is classified as Business   ,actually is  Business  
Correct !!! 4294  th article is classified as Business   ,actually is  Business  
Correct !!! 4295  th article is classified as Sci/Tech   ,actually is  Sci/Tech  
Wrong   !!! 4296  th article is classified as Business   ,actually is  World     
Correct !!! 4297  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4298  th article is classified as Business   ,actually is  Business  
Correct !!! 4299  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4300  th article is classified as World      ,actually is  World     
Wrong   !!! 4301  th article is classified as Business   ,actually is  Sports    
Correct !!! 4302  th article is classified as Sports     ,actually is  Sports    
Correct !!! 4303  th article is classified as World      ,actually is  World     
Correct !!! 4304  th article is classified as World      ,actually is  World     
Correct !!! 4305  th article is classified as Business   ,actually is  Business  
